0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
0,16,0,8,28,0,25,0,0,0,20,0,24,0,0,0,0,0,79,0,12,0,86,2,0,0,0,0,47,0,0,0,80,0,15,0,20,0,0,96,70,0,91,0,0,0,0,0,74,0,0,0,0,0,0,0,68,0,0,0
39,0,0,0,62,0,29,0,0,0,0,55,88,0,0,0,0,0,0,52,0,0,49,0,88,55,0,33,0,94,0,0,0,0,92,73,0,0,0,0,0,0,66,68,0,0,4,0,0,0,0,0,0,0,0,44,0,0,0,28
90,0,85,0,67,0,0,74,0,2,17,13,0,0,56,18,23,0,0,0,96,0,0,22,46,0,0,0,0,60,57,0,74,42,0,0,88,50,0,0,0,22,13,80,92,0,0,10,0,0,0,0,0,90,0,10,74,13,48,0
19,0,90,0,0,39,0,5,0,0,0,30,68,11,29,0,0,53,0,15,8,0,0,63,0,31,0,0,91,65,83,49,22,23,0,0,48,0,78,0,0,78,0,9,62,0,0,44,40,0,0,0,0,0,0,0,0,0,69,58
24,0,0,0,70,0,91,0,0,0,0,73,16,93,0,62,0,0,0,0,0,0,0,3,51,0,85,33,80,0,0,69,0,0,67,0,0,0,49,0,51,0,0,60,0,0,88,25,33,0,0,90,0,0,35,44,0,0,82,63
0,25,68,97,0,21,71,0,0,60,61,39,67,0,0,0,0,0,90,0,33,7,0,0,82,0,32,41,0,0,0,0,0,0,4,90,0,41,27,25,0,0,68,11,0,0,0,0,0,0,0,0,0,35,0,0,70,84,0,0
0,0,16,0,0,0,0,0,53,0,76,82,46,0,86,0,0,77,5,0,42,49,0,0,57,60,0,0,0,0,0,0,61,0,42,19,0,0,0,0,0,0,0,0,0,81,3,0,0,0,44,10,0,44,0,0,0,0,0,50
0,17,0,0,81,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,60,62,5,0,0,23,3,14,0,0,0,0,0,0,17,0,12,0,0,26,48,0,0,0,0,68,0,74,0,0,70,0,0,81,0,37
16,0,0,0,0,59,0,0,0,67,17,66,0,0,0,23,46,0,31,0,54,48,92,9,22,53,34,0,0,0,0,0,0,0,0,49,88,0,0,0,5,0,0,0,79,0,20,0,74,0,0,13,0,0,84,0,81,0,0,92
0,0,0,88,32,0,0,0,96,54,51,0,37,2,0,0,0,0,0,0,0,73,46,0,90,35,40,36,0,0,0,0,60,0,0,0,0,0,10,29,0,0,0,85,76,70,0,23,0,0,0,48,69,82,0,0,0,0,0,0
24,34,0,0,0,0,0,0,47,86,0,0,88,0,61,0,7,71,0,8,43,0,0,42,69,42,0,76,0,0,96,29,0,0,61,31,0,62,0,0,0,0,0,26,0,0,0,0,24,0,28,0,58,63,0,50,37,92,0,0
