0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399,400,401,402,403,404,405,406,407,408,409,410,411,412,413,414,415,416,417,418,419,420,421,422,423,424,425,426,427,428,429,430,431,432,433,434,435,436,437,438,439,440,441,442,443,444,445,446,447,448,449,450,451,452,453,454,455,456,457,458,459,460,461,462,463,464,465,466,467,468,469,470,471,472,473,474,475,476,477,478,479,480,481,482,483,484,485,486,487,488,489,490,491,492,493,494,495,496,497,498,499
0,60,41,0,0,13,0,58,58,0,0,89,0,0,0,0,50,20,0,0,0,33,7,80,1,30,70,38,40,45,0,62,0,0,38,45,0,36,0,97,6,14,75,0,0,17,0,89,0,0,51,60,0,74,100,0,0,0,17,0,0,0,42,94,0,0,0,57,37,0,40,83,45,20,62,0,92,87,25,73,70,39,0,28,0,0,95,0,14,97,48,0,34,0,49,62,38,48,0,0,0,0,59,0,72,14,83,0,92,84,0,72,53,24,82,40,85,0,0,68,20,86,95,41,0,77,74,0,57,83,0,100,0,64,0,0,18,0,7,3,0,0,96,0,98,54,0,51,0,71,0,0,0,9,0,0,0,0,69,87,0,0,8,86,0,0,0,0,63,49,0,0,96,0,95,0,0,0,0,4,0,90,70,53,92,88,20,0,0,9,0,25,90,7,0,0,69,81,62,28,17,45,0,96,93,0,0,0,76,0,91,37,34,0,0,21,48,0,77,73,0,4,0,71,0,0,100,50,0,0,70,16,0,45,0,84,49,41,32,0,0,45,0,49,100,30,0,76,71,0,0,42,28,88,95,53,0,0,0,70,0,37,77,0,0,35,0,6,60,0,0,0,13,0,0,39,58,0,14,0,52,60,0,70,53,1,0,37,41,22,57,0,0,5,0,0,18,100,0,42,86,54,85,60,39,0,71,85,0,0,0,0,29,53,35,0,0,13,0,19,0,0,0,0,41,0,0,0,14,0,74,0,55,0,16,53,0,84,0,33,0,0,53,20,31,57,0,0,16,28,13,0,99,60,0,100,0,0,84,44,47,0,0,0,69,88,0,46,0,22,32,96,73,0,73,28,79,0,6,55,79,0,94,55,91,0,87,0,0,0,0,72,25,0,15,0,0,81,42,74,73,83,0,52,92,32,54,0,0,3,0,49,0,94,59,0,95,0,0,23,46,60,0,21,57,0,32,0,0,51,0,0,93,85,43,97,0,0,47,94,43,58,0,82,53,25,77,72,15,7,0,0,37,85,0,53,58,73,61,82,43,58,0,37,0,25,0,82,37,0,0,0,0,0,0,0,0,95,81,77,60,0,37,93,13,0,0,68,97,65,91,8,9,0,0,0,54,0,100,0
0,66,0,0,0,67,88,0,26,0,0,11,0,41,0,0,0,74,0,0,0,9,77,55,0,10,0,0,77,53,0,0,0,90,39,0,0,0,0,22,93,0,87,0,71,28,0,27,0,0,29,0,74,0,0,0,89,0,37,0,0,0,2,0,0,77,0,31,30,0,55,21,1,0,84,0,77,83,60,33,44,28,0,84,86,0,0,0,30,17,0,0,15,0,53,95,0,0,0,0,0,0,65,71,0,15,58,0,0,61,0,0,89,0,0,95,0,51,0,0,69,0,18,69,0,37,9,0,66,0,0,77,0,0,0,0,0,7,59,0,0,0,0,0,38,6,0,0,0,42,0,0,12,0,0,0,84,0,96,9,0,0,22,0,0,0,0,0,51,89,0,92,65,0,0,0,0,0,0,49,0,0,97,35,0,0,0,39,0,7,0,72,19,81,0,0,89,21,48,0,8,0,0,62,0,0,0,2,55,0,44,21,70,0,0,67,0,0,28,0,0,0,0,0,0,0,23,5,0,0,49,2,0,45,0,41,27,0,0,0,0,53,0,88,83,64,0,30,92,23,0,47,76,71,42,92,0,0,55,41,0,0,0,0,71,86,0,0,63,0,0,20,30,0,0,0,87,0,0,0,96,60,0,0,0,0,0,71,71,89,55,0,0,67,87,0,99,0,0,0,13,82,0,0,4,0,16,12,0,0,19,67,0,55,74,0,84,65,12,26,0,0,0,0,1,37,0,0,100,53,21,0,0,0,73,0,0,0,0,96,0,11,93,0,89,0,0,0,0,97,0,0,83,0,85,0,0,0,82,57,0,0,0,0,4,10,0,0,0,38,0,79,0,0,10,0,81,0,6,98,0,0,0,11,0,0,53,0,0,10,0,0,55,0,90,0,0,33,0,0,70,0,65,43,6,81,58,0,0,0,0,0,0,18,0,0,65,0,0,0,7,0,0,1,0,0,100,0,0,4,0,0,78,11,90,0,89,0,100,26,15,69,0,93,4,0,100,0,46,11,0,0,43,0,88,0,88,0,0,0,0,0,0,90,0,65,27,0,0,0,0,0,92,0,0,0,0,59,28,7,0,0,72,20,0,47,0,88,0,33,60,96,0,0,0,68,22,0,71,0
0,0,66,0,0,0,0,64,47,0,96,0,0,0,0,69,16,10,0,0,0,0,0,0,0,0,25,69,8,0,0,67,39,0,0,22,0,0,0,0,0,31,0,0,0,80,0,0,0,0,61,92,100,0,0,0,0,63,24,0,0,0,0,69,84,0,57,0,24,0,2,4,0,43,0,0,56,0,80,0,0,90,0,71,0,0,34,0,0,48,63,0,0,0,0,0,32,3,0,0,0,0,0,0,70,33,0,0,15,0,0,81,0,21,70,0,41,0,0,60,55,50,86,0,0,68,0,0,0,93,92,0,94,9,0,0,77,0,0,36,0,0,4,0,0,84,0,32,0,69,0,0,0,92,9,0,0,58,41,24,92,60,4,73,2,0,0,52,92,0,0,0,35,0,0,0,0,0,0,0,0,7,64,37,46,19,90,0,0,37,0,0,0,0,0,0,67,0,90,0,0,62,0,0,0,37,0,0,0,0,89,59,0,0,75,0,21,0,1,79,59,17,0,0,0,19,0,37,0,0,0,0,0,50,0,65,0,94,21,97,0,77,28,12,65,0,0,59,0,0,0,53,0,0,0,0,0,32,0,0,0,56,27,0,0,33,0,66,34,0,77,0,56,0,0,69,85,0,81,0,0,0,4,27,3,0,71,4,52,29,92,0,0,69,0,0,32,35,0,62,24,57,40,1,0,0,66,0,0,0,0,0,24,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,92,0,0,62,0,51,71,0,0,0,0,0,39,0,55,72,61,30,23,0,0,82,0,14,0,0,0,0,17,0,70,0,27,7,0,7,0,0,27,74,57,0,0,3,31,0,0,0,61,0,20,30,20,0,31,0,0,0,0,0,3,0,0,0,3,8,24,97,0,8,0,0,8,0,39,0,0,73,0,98,0,0,58,0,0,0,0,94,77,30,91,0,93,0,0,27,0,27,0,88,57,0,0,86,0,0,48,0,0,20,0,0,12,0,88,0,0,3,0,0,73,90,0,92,82,0,79,59,74,45,0,96,0,69,0,89,3,0,0,77,0,0,0,88,0,58,0,100,62,41,0,40,87,0,62,0,77,34,37,0,73,0,0,0,0,0,0,0
33,0,26,55,0,0,0,55,0,74,31,0,58,0,36,61,0,0,55,20,70,0,0,0,80,0,0,47,0,0,18,0,0,0,0,0,8,38,24,0,61,0,41,65,0,0,42,0,64,0,0,87,0,0,0,0,24,0,0,35,53,69,0,0,0,0,0,0,0,40,88,0,21,0,0,0,0,0,0,0,0,0,57,0,0,74,0,25,0,13,34,12,72,58,0,56,0,0,54,0,0,53,66,0,0,0,45,0,0,0,8,0,0,0,0,0,30,0,37,70,0,0,0,0,87,0,0,0,0,0,0,0,57,0,19,70,0,0,0,0,58,16,0,60,95,0,81,26,0,0,33,74,0,0,0,39,0,0,0,0,0,0,0,0,0,38,47,0,0,75,45,0,0,19,91,2,30,93,44,0,10,45,0,0,0,0,38,0,59,0,22,0,33,0,13,17,0,0,0,92,27,0,1,0,30,50,29,0,0,60,0,0,29,65,0,0,0,19,0,0,0,0,29,90,30,63,55,0,62,95,0,0,18,0,16,0,5,0,0,0,0,0,0,0,53,0,28,0,10,50,66,0,0,0,0,0,33,0,0,0,90,0,0,29,0,0,29,0,0,84,0,0,0,39,61,56,0,48,0,18,1,91,0,0,0,25,0,0,50,0,0,75,58,0,0,23,0,0,7,0,0,0,40,0,0,70,81,44,65,12,0,0,0,0,0,98,0,0,0,16,92,85,20,24,66,0,18,55,0,0,25,42,91,46,66,0,4,77,0,0,16,0,0,4,0,5,0,17,0,0,0,75,0,46,0,77,52,18,0,0,0,74,0,35,0,0,76,38,61,0,0,0,0,82,22,0,0,4,41,0,76,39,0,0,0,41,0,97,0,21,18,92,0,96,31,31,0,0,0,0,0,0,75,85,51,37,0,82,93,90,81,0,35,0,0,13,25,20,75,0,0,0,0,11,0,96,0,0,43,0,5,0,0,0,0,0,0,37,0,0,0,0,35,0,0,9,0,0,77,46,21,32,0,0,0,0,0,94,89,13,0,0,35,0,70,0,0,0,0,26,0,74,0,10,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,62,21,78,57,71,0,0
83,20,0,79,27,50,5,40,65,86,0,5,90,41,0,0,0,16,0,0,65,12,1,66,24,19,0,19,0,59,0,0,0,68,46,0,86,59,38,96,46,0,58,0,89,0,49,75,0,0,0,2,0,89,0,24,0,0,0,33,81,72,0,0,0,41,0,0,0,65,7,0,83,0,44,0,10,11,88,23,0,0,72,0,83,0,0,99,47,54,0,96,42,63,68,46,0,0,27,0,0,76,95,36,0,0,49,0,0,66,0,0,0,0,0,78,0,94,97,65,28,0,0,14,21,0,0,0,54,0,0,8,0,0,61,32,0,56,0,42,17,74,0,52,43,0,65,3,88,0,0,0,24,0,0,27,93,0,50,0,0,0,0,0,0,43,89,0,0,32,22,97,0,64,81,0,95,5,82,61,74,28,45,0,0,0,0,8,84,0,91,34,20,53,0,0,12,0,22,88,61,0,96,0,50,0,76,10,98,64,31,0,91,31,0,98,0,98,0,0,0,0,0,21,28,0,31,0,96,100,58,18,82,0,36,54,45,0,0,0,24,0,0,0,57,24,57,0,94,91,12,24,0,64,19,64,98,0,93,0,0,0,0,20,25,0,10,0,0,83,0,61,0,0,7,83,0,0,0,74,31,59,0,0,0,36,0,0,84,0,0,64,82,17,30,3,0,0,36,0,0,0,0,0,43,48,39,41,85,22,36,35,0,61,0,0,15,98,65,10,0,27,44,0,4,97,0,99,0,99,69,70,0,6,12,0,0,54,0,22,5,49,0,50,0,58,0,0,0,68,0,69,10,1,57,0,0,36,0,31,0,0,0,11,0,68,11,31,57,72,0,0,0,10,2,0,8,0,92,19,0,5,0,0,0,47,0,31,0,88,90,88,0,70,16,0,0,0,0,0,4,0,55,69,32,40,0,29,98,0,81,0,0,0,0,3,3,40,81,0,0,0,0,79,0,38,0,0,24,0,63,0,0,12,0,0,18,0,0,13,39,0,0,90,62,18,0,68,81,28,0,0,35,0,0,0,0,23,81,0,0,0,88,61,14,0,100,0,0,69,96,0,47,38,0,0,0,0,0,15,25,0,70,0,0,50,0,36,0,25,0,10,0,0,36,51,11,66,31,0
0,0,28,0,0,0,0,90,0,0,96,0,0,0,23,12,43,0,99,52,0,0,0,0,0,0,0,83,0,0,86,84,58,0,0,0,0,0,47,0,0,30,0,3,0,0,30,0,21,71,0,60,0,0,63,0,0,0,0,0,31,40,0,0,76,0,66,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,47,20,0,0,0,92,0,0,0,0,0,0,59,0,17,16,0,0,0,0,0,0,2,39,0,42,8,0,80,0,0,96,0,0,87,0,11,0,0,0,0,0,32,0,0,47,0,96,51,0,0,98,0,0,0,0,0,26,0,0,0,0,62,0,0,98,84,0,0,48,0,0,47,0,0,79,16,0,0,88,0,0,3,0,0,0,0,0,0,0,92,0,0,0,0,0,26,0,0,0,10,12,0,0,0,0,0,0,0,21,10,0,0,0,12,0,51,0,0,0,5,0,0,0,0,0,0,0,0,12,0,0,0,0,0,28,67,19,35,37,27,0,0,78,0,0,0,0,0,0,0,0,58,57,12,0,0,57,0,16,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,27,21,0,0,0,0,6,0,0,50,0,0,9,0,82,0,32,0,0,0,0,99,0,49,100,32,0,0,63,0,0,0,0,0,0,0,0,0,0,0,47,44,9,0,0,0,0,0,0,0,0,66,0,48,4,0,0,0,0,47,0,34,86,0,0,79,47,0,0,0,0,8,0,0,49,0,33,47,0,0,0,0,0,0,96,46,67,57,0,74,0,0,12,0,39,31,0,0,0,0,73,22,0,0,84,0,9,0,0,68,0,0,99,0,0,0,93,0,0,36,0,25,0,0,0,0,0,33,0,56,35,0,0,0,5,50,0,0,54,0,16,0,0,2,0,0,0,0,94,57,45,17,0,60,25,0,94,0,33,0,99,49,0,10,0,0,69,23,0,76,50,0,0,0,11,0,99,0,0,0,0,66,0,0,0,0,0,0,40,0,64,0,16,0,77,0,0,12,60,25,31,0,0,0,0,0,21,90,0,27,15,0,0,64,22,43,0,0,26,38,28,0,0,1,0,89,0,0,0,0,0,4,27,0,0,0,0,0,13
0,46,78,0,0,12,0,96,4,0,0,32,0,0,0,0,7,27,0,0,0,90,74,14,8,97,54,77,4,3,0,49,0,0,69,99,0,100,0,46,39,56,12,0,0,59,0,79,0,0,95,63,17,37,24,0,0,0,0,0,39,48,78,1,0,0,0,21,2,0,26,34,72,31,16,0,68,33,93,64,100,29,0,51,0,0,14,0,47,80,41,0,91,0,53,14,9,41,0,0,0,0,8,0,11,73,79,0,26,100,0,44,86,83,70,0,96,0,0,67,47,61,64,13,0,2,53,0,1,12,0,92,0,85,0,0,55,0,43,65,0,0,67,0,17,78,0,65,0,68,0,0,0,69,0,0,0,0,88,15,0,0,97,8,0,0,0,0,70,70,0,0,17,0,95,0,0,0,0,77,0,49,90,31,69,94,90,0,58,87,0,32,3,71,0,0,100,87,100,16,79,99,0,42,3,0,0,0,74,0,64,96,19,0,6,14,68,0,87,36,0,0,0,10,0,0,20,59,54,55,87,63,0,6,0,5,57,25,54,0,0,27,0,25,40,9,0,8,58,0,0,31,19,68,56,28,0,68,0,8,0,4,50,0,0,93,49,67,0,0,0,0,88,0,0,51,15,0,56,0,98,29,0,9,47,23,0,55,100,51,39,0,0,100,0,0,56,68,0,6,93,92,96,92,24,0,91,79,0,0,0,0,41,95,90,0,0,6,0,89,0,0,0,0,49,0,0,0,26,0,55,0,33,0,77,30,0,20,0,59,0,0,60,81,73,95,41,16,8,55,20,0,5,60,0,15,0,0,32,45,28,0,0,0,93,37,0,98,0,68,58,84,28,0,17,66,5,0,86,4,21,0,85,100,31,0,93,0,0,0,0,81,34,0,53,0,0,99,75,10,60,21,0,93,7,90,40,82,0,37,0,47,0,1,23,0,0,44,0,92,83,37,0,36,87,0,1,0,53,4,0,21,12,81,57,75,0,0,50,12,28,95,0,86,75,61,62,13,61,9,0,0,21,19,63,66,2,55,98,56,1,69,70,93,0,94,0,81,56,0,0,0,0,0,0,0,0,36,98,30,40,0,85,13,69,0,0,57,33,68,21,55,43,0,0,0,86,0,84,0
81,83,0,20,56,0,0,4,0,37,0,45,100,0,0,0,0,49,0,79,96,38,0,0,69,75,0,29,0,36,0,0,0,46,1,0,18,17,93,30,55,0,44,0,0,0,12,0,0,0,0,88,0,0,0,35,33,0,0,0,61,69,0,0,0,20,0,0,0,17,92,0,57,0,98,0,18,37,0,35,0,0,71,0,78,0,0,15,0,74,0,23,47,46,0,18,0,0,28,0,0,62,11,17,0,0,40,0,0,98,0,0,0,0,0,0,0,12,33,46,16,0,0,78,93,0,0,0,0,0,0,57,0,0,33,10,0,58,0,0,90,55,0,69,26,0,58,63,51,0,15,95,73,0,0,89,31,0,0,0,0,0,0,0,0,12,40,0,0,58,50,0,0,50,46,0,89,87,58,0,92,27,54,0,0,0,0,27,34,0,4,48,23,0,0,0,0,0,43,30,74,0,74,0,62,0,82,73,32,44,0,0,50,21,0,0,0,65,0,0,0,0,0,43,77,0,93,0,60,57,0,49,51,0,52,14,19,0,0,0,84,0,0,0,97,91,91,0,64,53,10,34,0,0,0,13,55,0,32,0,27,0,0,20,0,0,38,0,0,48,0,0,0,2,59,61,0,0,0,70,97,78,0,0,0,75,0,0,47,0,0,63,41,89,4,61,0,0,39,0,0,0,34,0,0,19,57,64,71,12,74,91,0,87,0,0,40,99,2,5,0,22,95,99,15,0,95,23,0,0,12,37,11,52,28,0,72,5,0,50,9,58,0,39,0,78,0,0,0,60,0,89,25,5,54,0,56,65,0,14,0,78,0,29,0,0,27,47,86,65,0,0,0,4,61,0,66,0,33,11,41,80,0,0,0,37,0,94,0,63,15,10,0,49,91,0,0,0,0,0,86,0,56,97,10,1,0,97,3,0,86,0,0,0,0,18,71,62,90,0,0,0,0,40,0,76,0,0,6,0,62,0,0,17,0,0,92,0,0,0,37,0,0,0,0,89,0,84,49,75,98,0,0,0,0,0,0,85,18,0,0,0,93,4,41,0,28,0,0,5,50,0,60,81,0,0,0,0,0,0,51,0,0,0,0,11,0,90,0,7,0,0,0,57,28,4,54,94,10,0
0,0,68,51,0,0,0,45,0,0,60,0,28,0,40,2,21,93,39,10,92,0,0,0,22,0,0,21,0,0,8,3,16,0,0,0,9,63,97,0,15,14,99,66,0,0,56,0,4,65,0,61,0,0,0,53,81,31,39,61,0,23,0,0,46,0,19,0,0,48,26,0,66,96,0,66,25,0,29,0,0,0,79,0,0,98,56,43,0,55,20,87,49,88,0,100,0,98,0,90,3,71,24,0,0,0,22,94,9,0,38,29,0,10,0,0,86,0,43,91,19,26,0,0,66,36,0,0,0,0,6,0,94,12,0,24,58,0,0,54,39,91,49,64,28,0,36,74,0,0,24,49,0,0,11,49,0,85,46,0,61,93,0,0,57,23,35,37,0,93,51,0,0,28,95,48,25,55,58,0,25,29,72,0,0,12,97,0,13,0,37,81,50,0,68,24,79,0,13,13,35,15,1,0,84,37,81,0,0,55,41,0,69,0,32,0,0,0,0,10,100,90,90,78,86,39,26,0,39,32,0,0,27,0,16,77,73,0,85,44,0,78,48,51,32,0,0,77,0,0,0,85,0,0,0,0,94,36,0,0,98,88,8,35,0,0,83,50,0,66,52,0,22,33,77,19,0,14,0,25,93,42,21,0,80,44,41,0,16,58,0,9,38,2,0,36,0,0,69,0,0,64,80,20,0,82,46,100,19,19,0,0,96,0,25,90,0,0,0,24,46,27,79,9,83,0,56,37,0,0,69,16,84,78,90,20,37,20,33,0,80,0,0,44,0,7,55,75,52,94,29,77,0,21,0,70,33,0,0,0,0,57,38,19,0,10,22,48,0,82,96,90,0,23,54,0,3,19,90,0,20,64,80,41,0,47,0,35,87,0,55,18,0,35,98,94,25,0,0,68,0,47,58,17,73,7,0,83,48,11,4,29,80,0,24,49,26,74,64,0,15,15,64,61,30,0,0,93,10,0,94,23,0,73,0,16,0,12,0,0,0,0,80,0,97,88,0,0,0,84,63,41,62,46,0,50,0,52,97,79,82,61,24,18,58,0,0,98,96,94,78,65,0,100,39,21,3,97,0,27,60,84,0,0,43,0,43,70,0,78,0,0,85,26,44,0,56,0,64,26
0,0,94,34,0,0,0,48,0,0,5,0,52,0,76,59,0,81,84,36,86,0,0,0,9,0,0,81,0,0,72,90,86,0,0,0,1,32,87,0,76,17,11,42,0,0,16,0,77,18,0,10,0,0,0,69,72,40,48,69,23,0,0,0,25,0,93,0,0,53,58,0,15,96,0,100,66,0,40,0,0,0,11,0,0,77,88,42,0,78,21,88,93,62,0,35,0,17,0,94,12,91,8,0,0,0,32,76,65,0,82,9,0,46,0,0,14,0,88,45,39,95,0,0,59,0,0,0,0,0,27,0,24,90,0,33,33,0,0,0,50,34,7,93,17,0,48,53,0,0,91,1,0,0,65,85,0,54,4,0,83,71,0,0,80,29,21,28,0,66,53,0,0,92,49,89,68,70,65,0,55,76,47,0,0,26,8,0,36,0,80,0,23,0,47,15,31,0,69,74,38,9,57,0,38,35,10,0,0,38,73,0,70,0,75,0,0,0,0,56,58,26,75,98,0,15,27,0,52,72,0,0,37,0,27,61,8,0,78,35,0,95,81,87,85,0,0,38,0,0,0,98,0,0,0,0,25,63,0,0,92,50,47,22,0,0,98,86,0,52,15,0,77,56,30,61,0,3,0,93,23,6,27,0,67,60,19,0,23,18,0,18,90,47,0,65,0,0,74,0,0,32,68,99,0,82,61,83,63,26,0,0,29,0,23,44,0,0,0,91,77,99,23,53,32,0,37,67,0,0,87,75,29,90,11,95,93,1,26,0,71,0,0,96,0,5,87,21,39,32,43,60,0,51,0,57,100,0,0,0,0,31,66,76,0,61,24,64,0,81,25,23,0,92,27,0,16,36,93,0,88,67,81,41,0,73,0,40,2,0,84,58,0,47,37,57,65,0,0,38,0,0,100,42,66,47,0,29,79,58,59,68,30,0,7,47,48,19,25,0,69,36,66,21,77,0,0,23,4,0,19,78,0,0,0,83,0,59,0,0,0,0,87,0,85,6,0,0,59,27,56,75,0,75,0,91,0,87,86,43,24,38,3,34,71,0,0,0,95,84,0,10,0,20,85,67,40,0,0,93,43,65,0,0,72,0,37,28,0,20,0,0,90,21,91,0,18,0,67,70
0,44,0,0,0,54,83,0,75,0,0,51,0,58,0,0,0,59,0,0,0,73,85,36,0,13,0,0,27,52,0,0,0,80,57,0,0,0,0,80,0,0,5,0,89,36,0,61,0,0,23,0,42,2,0,0,0,0,78,0,0,0,0,0,0,16,0,34,20,0,0,0,32,0,44,0,48,30,17,87,33,0,0,19,79,0,0,0,63,53,0,0,53,0,23,12,0,0,0,0,0,0,48,25,0,0,22,0,0,7,0,0,99,0,0,72,0,45,0,0,96,0,51,45,0,0,2,0,44,0,0,46,0,0,0,0,0,46,22,85,0,0,0,0,66,10,0,0,0,0,0,0,81,0,0,0,61,0,0,0,0,0,35,0,0,0,0,0,0,31,0,56,0,0,0,0,0,0,0,74,0,0,4,25,0,0,0,22,0,0,0,84,72,93,0,0,94,26,33,0,36,0,0,29,0,0,0,24,66,0,0,24,0,0,0,94,0,0,0,0,0,0,0,0,0,0,39,5,0,0,72,44,0,16,0,96,69,0,0,0,5,0,0,0,0,31,0,90,6,0,0,17,52,36,5,47,0,0,61,15,0,0,0,0,54,100,0,0,23,0,0,47,2,0,0,0,5,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,54,0,0,0,44,0,0,0,0,0,47,5,0,26,0,0,70,20,45,0,0,0,0,0,82,25,0,0,54,87,0,0,0,0,0,0,0,0,0,12,0,21,26,0,65,0,0,0,0,29,0,0,46,0,72,0,0,0,46,39,0,0,0,0,45,0,0,0,0,32,0,91,0,0,11,0,63,0,0,66,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,1,32,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,38,0,0,40,0,0,78,25,73,0,44,0,0,76,92,45,0,86,85,0,0,66,24,0,0,0,71,0,49,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,28,0,0,0,0,0,40,0,0,0,67,0,0,24,0,47,0,87,0,15,0,0,0,99,76,0,29,0
0,0,0,0,0,8,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,78,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,54,0,0,0,0,42,0,94,0,69,0,0,0,1,0,0,0,0,0,0,0,0,82,17,0,0,76,0,0,0,0,0,0,65,0,75,76,0,38,0,0,69,0,0,0,0,0,0,0,0,0,33,6,0,0,0,0,0,0,13,100,0,0,0,0,0,0,22,31,15,0,0,0,0,0,0,0,33,0,0,44,26,0,0,98,0,0,0,0,0,0,0,0,33,73,0,0,55,0,0,18,0,0,0,79,0,0,0,26,0,0,0,0,19,64,0,0,59,40,0,0,0,0,96,0,0,0,7,0,0,0,0,0,0,0,0,0,0,63,18,0,0,0,0,65,0,0,0,0,0,0,44,0,0,0,0,12,0,62,0,0,0,0,0,0,42,26,0,0,0,0,75,0,26,77,0,0,0,0,0,0,0,80,0,0,0,0,0,56,0,0,0,54,0,0,0,51,0,7,0,0,0,20,0,0,0,0,77,43,0,0,0,0,0,67,0,0,0,0,0,6,0,0,94,0,0,0,96,0,0,0,26,0,78,0,0,0,0,95,0,0,0,27,0,63,99,0,0,0,0,0,54,79,0,90,23,13,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,66,0,0,0,0,0,0,72,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,29,0,0,0,57,0,0,0,0,0,0,20,91,0,0,38,0,0,0,0,0,0,0,86,28,0,26,0,0,0,0,0,86,0,0,0,0,1,85,0,0,0,0,0,0,0,83,0,0,0,0,0,0,46,0,0,0,0,0,44,91,0,0,0,0,0,21,0,0,36,0,0,86,0,70,0,0,0,92,32,0,62,0,0,8,0,66,0,0,0,0,0,55,0,25,1,42,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,86,65,0,0,0,0,81,0,0,0,0,64,0,80,90,0,0,0,0,0,0,0,0
0,0,13,0,0,0,0,94,0,0,26,0,0,0,40,49,94,0,7,93,0,0,0,0,0,0,0,99,0,0,26,71,64,0,0,0,0,56,70,0,0,14,0,77,0,0,13,0,53,43,0,4,0,0,84,0,0,76,0,0,46,25,0,0,0,0,61,0,0,0,61,0,0,71,0,62,0,0,0,0,0,0,0,0,0,78,54,0,0,0,77,0,0,0,0,0,0,83,0,83,31,0,0,0,0,0,0,13,87,0,95,46,0,50,0,0,31,0,0,63,0,5,0,0,0,0,0,37,0,0,72,0,80,44,0,0,71,0,0,0,0,0,32,0,0,0,0,13,0,0,55,92,0,0,41,0,0,64,0,0,53,5,0,0,5,0,0,89,0,0,0,0,0,0,0,10,0,0,0,0,0,82,0,0,0,70,91,0,0,0,0,0,0,0,25,79,0,0,0,19,0,7,0,0,0,31,0,0,0,0,0,0,0,0,45,0,0,0,0,47,1,95,26,51,13,97,0,0,50,0,0,0,0,0,0,0,0,51,8,50,0,0,26,93,66,0,0,0,0,0,0,0,0,0,0,0,84,39,0,0,15,62,12,0,0,0,0,16,0,0,42,0,0,37,0,18,0,97,0,10,0,0,44,0,39,71,100,0,17,45,0,0,0,85,0,0,0,0,0,0,0,47,90,38,0,0,48,0,0,0,0,0,62,0,89,72,0,0,0,0,17,0,24,15,0,0,40,98,0,0,0,0,29,0,0,24,0,11,54,0,0,0,0,0,0,13,12,60,15,0,24,0,0,46,0,63,29,0,0,0,0,70,59,0,0,24,0,92,0,0,77,0,0,30,0,0,0,85,0,0,8,0,73,31,0,0,0,0,58,0,40,42,0,0,0,88,21,0,95,84,0,96,0,0,42,0,0,0,0,83,93,40,15,0,8,80,0,67,0,84,0,21,98,0,61,0,0,2,70,0,20,32,0,0,0,3,0,84,0,0,0,0,50,0,0,99,0,0,0,60,0,21,0,69,0,19,0,0,74,44,3,3,0,0,0,0,0,68,41,0,86,35,0,0,55,87,3,0,0,81,44,49,0,0,58,0,55,0,0,0,0,0,37,83,0,0,0,0,0,34
