0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399,400,401,402,403,404,405,406,407,408,409,410,411,412,413,414,415,416,417,418,419,420,421,422,423,424,425,426,427,428,429,430,431,432,433,434,435,436,437,438,439,440,441,442,443,444,445,446,447,448,449,450,451,452,453,454,455,456,457,458,459,460,461,462,463,464,465,466,467,468,469,470,471,472,473,474,475,476,477,478,479,480,481,482,483,484,485,486,487,488,489,490,491,492,493,494,495,496,497,498,499
67,69,54,0,58,83,68,24,35,0,68,15,0,53,85,11,84,51,42,98,64,70,31,53,30,16,49,98,11,71,0,4,0,66,69,96,0,25,0,96,48,89,97,0,55,86,18,90,0,0,53,22,58,28,33,0,73,0,13,52,58,6,95,5,0,18,0,61,46,65,5,28,29,75,14,0,57,4,44,40,43,57,0,42,67,0,93,99,68,78,73,0,90,0,9,36,71,78,76,0,0,0,18,14,68,6,47,0,63,76,0,68,35,81,10,9,65,81,0,31,7,44,39,97,50,53,0,0,32,50,0,23,35,92,39,33,17,40,21,23,63,39,34,0,56,26,10,45,12,9,0,3,14,87,0,0,5,0,85,27,0,0,84,46,0,85,19,0,96,4,37,46,10,0,22,0,0,0,0,86,92,14,1,52,24,66,82,62,37,45,40,90,57,31,0,0,89,10,4,73,11,41,98,70,42,0,36,50,94,0,69,64,56,46,68,97,1,90,40,65,8,91,0,72,51,0,86,83,22,93,23,22,17,41,70,12,25,1,20,0,55,28,0,94,16,23,58,93,48,94,59,55,29,82,81,99,1,88,77,33,0,0,65,0,4,57,33,49,50,55,0,88,48,0,0,58,7,88,41,77,80,56,0,9,11,6,0,88,10,73,0,0,0,54,28,0,19,56,13,58,42,43,71,100,91,57,5,10,50,56,12,88,46,38,14,0,76,8,74,90,0,23,60,0,60,29,0,86,66,92,58,0,3,7,64,43,0,71,0,68,19,28,40,68,9,30,80,70,34,55,100,0,6,3,81,56,0,72,59,87,75,89,0,69,57,90,0,21,71,52,24,93,59,27,96,82,59,0,22,66,58,82,17,29,9,29,53,32,0,85,98,13,32,0,11,0,0,22,0,69,37,4,73,87,30,16,22,93,0,44,41,22,0,46,1,0,27,42,46,89,95,28,0,33,97,0,41,0,100,33,0,35,79,6,48,24,28,0,1,41,5,5,0,92,64,42,41,88,1,30,0,0,4,81,64,44,8,89,55,88,33,77,96,83,52,91,100,72,27,47,69,32,7,0,0,0,0,52,67,60,78,0,15,62,91,93,0,37,46,36,97,97,87,0,15,18,62,0,33,0
0,0,51,0,0,0,0,95,0,0,27,0,64,0,10,12,65,11,79,38,0,0,0,0,26,0,23,0,0,0,22,24,55,0,0,34,60,22,57,0,0,87,0,33,0,0,12,0,85,21,0,38,0,0,46,87,0,41,62,0,56,21,0,0,53,0,56,0,0,0,40,12,0,71,0,10,80,0,11,0,0,8,0,0,0,42,61,0,0,67,89,0,0,85,0,0,82,9,0,6,46,0,0,0,54,4,97,17,52,0,94,99,0,63,0,0,37,0,69,17,68,10,0,0,16,75,0,0,0,97,32,0,77,62,0,24,97,0,0,0,0,0,100,0,0,0,0,6,0,0,62,67,0,46,79,39,0,99,14,0,85,30,0,91,64,19,0,65,81,0,45,0,73,100,15,53,0,0,64,0,8,6,14,100,0,80,50,0,49,55,43,0,0,0,40,14,0,0,34,26,0,50,0,0,56,59,0,0,0,0,65,0,0,0,58,0,0,0,44,61,20,92,48,65,44,52,0,0,30,0,0,0,0,0,0,39,0,87,2,97,0,7,42,56,84,0,0,13,0,0,0,52,0,0,0,0,62,29,0,0,30,69,9,52,0,0,0,0,0,0,83,0,3,59,0,42,0,33,0,77,0,0,88,0,50,6,20,83,64,67,94,0,84,90,0,0,0,88,44,0,0,100,11,65,0,69,71,26,57,66,0,0,78,0,58,6,0,0,0,0,64,0,75,94,96,0,49,7,0,0,0,0,90,39,86,44,81,0,45,0,0,0,0,0,0,11,69,86,7,45,85,0,0,19,0,38,89,0,0,0,0,37,85,55,0,9,0,81,0,0,58,39,100,25,0,27,6,18,68,0,32,0,29,42,0,0,0,0,91,0,66,6,15,68,44,64,93,53,38,99,0,80,0,46,51,0,0,0,0,88,84,49,0,0,1,98,79,74,0,60,82,90,81,0,89,0,0,87,28,0,89,13,0,0,0,24,0,73,72,0,0,0,21,0,8,49,95,0,0,48,50,60,0,57,0,30,76,99,73,37,67,84,96,39,0,36,0,24,95,30,62,4,0,0,28,19,7,71,0,14,26,76,0,0,77,0,57,0,0,0,0,0,63,47,0,0,4,0,0,4
85,63,0,0,14,85,82,70,99,80,0,35,0,45,0,0,0,44,0,0,67,3,77,74,90,91,34,61,3,74,0,32,0,65,70,42,0,53,0,82,20,0,62,0,33,46,1,16,0,0,70,59,55,93,0,0,2,0,26,31,85,24,73,73,0,67,0,87,22,49,41,69,59,87,19,0,36,62,65,46,21,41,56,63,26,0,22,19,19,62,0,0,87,86,11,57,0,100,12,0,0,87,42,87,0,13,16,0,91,31,0,71,30,11,32,43,56,42,0,23,89,0,26,56,98,13,32,0,0,91,0,19,0,0,87,80,0,1,51,43,60,64,0,20,52,32,89,14,23,34,0,0,26,36,0,0,95,0,26,74,0,0,34,31,0,82,86,0,7,44,81,7,75,0,71,0,0,0,0,49,36,27,52,51,78,23,0,11,58,60,40,49,48,27,0,0,70,60,99,1,76,22,46,93,7,0,92,66,87,49,80,51,93,35,0,45,87,28,2,33,0,0,0,3,0,0,12,84,65,23,99,84,5,36,93,20,77,83,87,0,4,44,0,23,88,99,45,20,33,59,2,18,12,24,90,2,60,0,29,7,0,0,96,0,13,4,71,0,15,41,0,1,51,0,100,65,32,0,27,67,19,41,0,77,0,20,0,2,33,52,81,83,0,44,3,66,16,7,55,45,1,5,12,21,78,62,16,39,56,35,79,35,40,61,82,0,48,71,17,17,0,45,0,0,6,99,0,96,20,3,4,0,97,37,45,77,0,8,0,30,32,23,37,52,39,88,0,0,0,40,0,40,63,62,99,54,0,31,62,76,51,0,0,41,58,89,0,23,21,30,0,43,93,0,57,91,55,0,47,5,42,83,0,37,4,80,24,93,0,44,0,8,34,0,90,0,0,81,69,91,41,0,28,3,31,0,87,62,66,0,69,0,0,81,0,0,92,45,13,0,31,0,0,67,0,0,36,0,51,83,0,0,53,16,86,11,89,0,6,44,54,60,0,97,41,30,67,91,59,0,0,0,54,0,89,0,42,31,86,89,0,0,71,2,81,89,69,0,0,20,96,0,100,0,0,0,0,44,17,85,20,0,9,72,0,100,0,52,37,52,60,4,53,0,100,84,69,0,17,0
0,7,51,0,0,12,64,88,7,0,40,51,0,0,27,16,12,0,31,51,0,63,60,79,40,44,80,56,8,97,7,9,29,0,45,43,0,97,0,72,42,90,53,0,0,69,67,42,0,47,81,86,9,9,92,0,31,56,94,0,79,4,30,90,51,0,49,60,2,0,16,71,49,97,78,96,64,99,45,71,86,18,0,50,0,56,0,0,20,65,52,0,47,0,90,57,34,69,0,23,85,0,93,0,87,88,72,54,8,49,29,58,18,76,1,99,34,0,0,70,74,37,63,40,78,8,50,97,91,0,84,20,73,68,0,0,41,0,35,45,0,12,71,0,32,16,10,69,0,90,57,10,0,47,4,0,0,6,49,59,73,86,37,35,16,0,0,5,76,90,0,98,68,0,3,0,0,0,0,95,16,19,8,6,38,47,12,0,13,77,49,6,60,46,9,26,26,75,94,7,43,30,0,92,43,75,0,0,64,0,89,49,78,0,71,39,97,0,22,58,30,76,35,74,96,0,41,85,68,10,74,24,0,58,0,82,98,21,68,11,0,95,49,28,74,17,0,33,71,0,0,0,14,51,9,32,20,58,0,5,0,20,26,0,0,77,45,92,60,0,34,0,17,0,0,52,77,78,39,99,47,37,19,9,28,75,13,49,100,12,66,0,0,85,0,0,31,47,68,62,23,52,77,13,95,60,73,79,27,67,0,0,7,1,35,0,0,65,0,93,0,0,66,80,56,0,0,3,53,0,49,0,41,0,79,41,0,58,15,93,0,0,53,64,17,78,60,57,77,8,24,0,20,92,0,69,0,0,59,78,96,49,54,17,76,85,0,39,0,50,5,19,28,33,59,71,48,92,52,3,32,0,88,48,23,13,82,0,2,0,47,27,5,0,16,56,21,32,22,58,98,41,0,61,23,89,96,84,0,53,76,5,0,66,38,31,44,12,0,1,58,27,27,56,17,0,90,29,97,17,84,62,37,95,10,31,0,49,62,24,52,43,61,37,6,39,38,34,98,25,0,44,79,51,81,74,5,48,10,4,44,18,5,82,0,75,0,95,28,0,77,71,0,0,5,78,10,15,77,82,82,54,81,37,37,0,6,0,91,39,92,23,59,0,0,0,19,0,55,68
0,0,79,51,0,94,0,67,68,0,40,0,78,0,83,95,4,11,55,75,0,0,0,0,82,0,69,88,57,0,11,30,59,0,0,29,27,84,61,0,82,10,0,15,0,0,91,0,97,24,0,60,97,0,87,47,20,59,85,62,49,28,0,0,69,0,4,0,0,71,34,58,0,22,0,12,37,0,28,0,0,74,0,40,0,9,8,16,0,38,79,38,77,82,0,48,68,23,0,1,41,64,46,0,7,36,69,0,7,0,46,16,0,74,66,0,67,0,62,85,76,65,80,0,60,8,0,32,0,84,0,0,21,74,0,45,90,0,0,29,77,89,50,43,66,0,25,33,0,0,82,31,0,2,73,5,0,99,65,43,13,62,0,68,15,64,2,61,93,86,27,0,94,53,82,41,6,57,72,0,11,66,57,0,0,35,16,0,97,35,78,35,28,0,51,6,6,0,42,45,19,45,24,0,46,68,27,0,87,0,3,41,88,0,79,0,97,0,62,49,7,76,19,27,60,80,99,17,11,69,0,0,0,44,0,85,0,62,19,74,0,36,31,29,4,0,0,98,0,0,0,93,0,0,0,0,18,71,0,0,55,56,2,50,0,21,71,36,27,35,15,0,51,94,0,61,25,95,88,97,92,8,42,41,61,30,86,90,16,74,18,61,38,47,0,76,77,18,95,0,0,94,84,5,0,46,65,53,56,0,0,0,47,0,86,4,0,0,0,91,42,51,3,59,97,0,7,25,0,0,49,91,76,20,74,87,74,32,0,0,78,0,0,79,21,98,38,65,28,14,84,0,0,71,0,94,34,0,0,0,64,80,86,38,0,93,65,43,0,69,85,81,4,69,85,68,0,35,79,0,50,72,94,100,49,28,87,0,85,0,30,16,45,60,60,48,94,64,69,4,0,65,0,39,77,97,42,21,0,72,48,5,62,0,94,14,83,48,80,55,56,19,21,71,11,0,0,30,39,0,76,62,0,28,0,16,0,7,12,0,0,0,36,0,72,65,15,0,34,42,69,50,41,57,0,42,55,54,20,26,32,39,2,24,0,16,0,10,34,94,60,71,0,98,0,64,43,17,0,5,87,43,0,0,44,0,81,16,13,90,59,0,17,58,89,0,16,0,76,97
5,68,61,77,12,100,31,77,31,15,25,84,97,92,34,38,0,96,27,57,22,66,55,6,77,66,19,94,72,1,59,77,20,77,55,0,25,41,98,56,36,72,69,57,76,2,62,48,73,0,19,28,9,64,0,61,81,0,5,6,0,7,64,0,0,31,0,19,62,59,55,83,23,29,46,67,34,32,89,81,38,77,11,99,31,33,75,77,73,79,91,35,57,61,57,40,85,100,58,0,0,91,86,53,0,51,20,0,5,49,72,100,29,2,0,72,39,41,8,76,30,76,41,99,94,85,23,0,19,20,0,0,77,0,18,51,0,85,25,67,77,57,4,95,38,69,40,84,26,35,31,92,98,3,0,63,66,0,52,0,0,0,21,25,0,78,53,0,29,52,63,55,50,20,21,16,2,23,20,41,21,58,53,93,0,60,13,7,56,67,35,57,48,40,24,5,40,94,79,68,91,41,29,49,59,32,24,56,78,57,47,75,91,56,69,3,0,47,11,30,0,0,8,1,23,41,14,65,98,60,69,49,51,57,23,85,74,57,27,8,99,9,0,44,46,12,24,46,11,83,18,39,60,68,19,87,36,94,96,13,50,29,70,46,19,92,48,96,98,43,0,85,92,19,15,18,89,54,0,32,8,19,0,0,69,67,0,20,86,83,42,66,1,27,1,2,99,2,30,0,11,22,19,12,33,30,29,32,21,28,89,18,13,97,59,67,99,30,21,37,63,99,52,25,70,83,46,52,93,40,14,79,59,15,40,39,89,56,0,88,20,97,90,14,12,7,0,5,0,80,0,65,33,79,96,54,83,40,17,24,0,96,0,99,87,83,71,18,66,4,85,31,92,76,78,0,96,36,20,24,51,63,7,2,0,94,81,49,0,90,63,98,83,73,96,54,0,39,3,4,76,0,47,27,55,51,22,11,78,48,72,45,24,16,50,37,30,55,39,0,44,24,0,6,3,69,95,0,88,24,52,0,26,14,56,100,61,41,75,4,47,66,80,31,71,46,12,74,2,31,67,59,34,92,3,78,31,50,98,98,97,93,37,73,63,87,60,0,30,1,9,25,45,71,0,0,0,45,23,7,54,0,72,0,40,54,0,8,0,84,99,37,73,26,93,9,59,76,89,0
3,6,49,63,14,49,0,70,91,56,48,31,91,0,73,72,13,26,85,85,28,91,0,0,26,62,11,9,98,76,77,83,83,0,42,25,16,80,40,3,0,96,44,23,0,69,51,0,43,16,0,86,39,86,83,94,19,14,85,94,29,90,0,0,40,0,14,37,49,66,4,46,22,37,49,68,90,0,99,57,39,91,93,1,0,20,94,97,35,30,12,33,1,76,17,29,44,96,45,63,97,15,62,77,80,92,74,56,24,57,8,41,79,54,23,0,58,0,43,98,82,48,28,2,23,28,35,77,0,73,21,77,0,68,17,21,47,0,11,67,77,77,51,40,96,0,84,16,0,7,30,80,0,91,28,80,0,45,27,49,52,79,0,81,66,64,33,9,74,34,2,0,6,65,93,11,43,32,19,8,64,21,10,74,0,44,99,89,84,87,95,33,37,92,24,16,50,0,7,8,56,52,98,75,74,64,47,0,11,84,13,63,47,87,3,53,18,60,99,77,60,78,45,76,100,66,31,40,20,27,0,49,5,60,3,0,25,81,91,41,0,25,84,26,91,58,53,30,45,29,35,16,0,45,0,7,89,35,0,0,24,13,40,36,0,94,47,27,26,40,50,0,52,78,34,100,59,54,72,47,32,39,31,42,49,87,13,49,62,15,4,92,48,0,0,42,7,94,13,0,44,59,14,29,0,75,24,93,91,55,0,0,85,0,85,33,0,56,0,69,31,57,68,4,39,0,18,99,63,0,7,86,94,4,16,88,50,91,3,100,18,0,0,72,75,70,92,35,55,42,66,34,7,11,39,38,49,7,0,44,69,19,100,84,50,96,82,40,100,23,32,9,59,35,22,85,29,15,84,1,16,92,8,71,62,56,73,71,40,45,61,62,31,29,29,42,100,84,31,50,21,24,85,7,34,45,65,95,79,73,41,65,8,0,17,34,53,29,66,6,66,81,16,64,31,17,25,85,47,0,60,90,45,22,100,48,0,24,67,64,88,0,29,40,49,90,26,100,14,59,81,60,56,41,97,3,56,60,11,54,29,47,11,90,98,83,0,43,80,15,5,87,72,66,45,7,2,62,0,59,91,88,0,0,35,0,48,31,21,87,23,17,0,63,62,37,52,90,64,6
0,0,9,0,0,53,0,94,28,0,2,0,58,0,55,66,93,90,69,93,0,51,0,0,7,0,67,77,95,56,40,90,84,0,58,66,24,5,38,0,91,59,4,41,0,31,90,0,86,33,28,39,70,59,42,43,0,75,48,0,20,85,0,94,65,0,63,54,87,0,37,28,11,46,20,66,70,0,94,0,84,74,0,68,0,79,13,0,34,82,2,0,57,44,18,85,18,19,0,10,87,0,13,0,82,74,30,17,40,0,21,65,65,86,66,0,54,0,93,38,82,51,56,26,29,71,92,62,0,68,74,0,68,0,0,46,100,0,16,38,55,100,13,0,64,49,24,47,0,5,89,88,0,66,41,0,0,76,95,86,100,17,91,12,69,4,0,25,39,0,92,0,4,67,66,66,0,0,0,15,15,98,9,82,93,64,0,0,97,2,21,7,100,26,73,88,46,0,59,72,12,49,0,29,85,83,5,0,56,0,36,20,47,0,90,28,10,0,53,26,11,42,36,16,97,15,76,44,56,99,0,54,0,22,0,58,0,27,7,45,0,34,9,98,41,0,0,29,0,0,0,48,22,58,0,14,12,13,0,54,59,95,100,0,0,6,99,48,39,0,53,0,90,17,0,29,47,93,71,29,47,84,1,95,4,93,21,75,46,37,47,0,11,14,0,0,97,70,93,31,12,21,75,5,0,85,3,31,48,98,0,0,43,0,80,51,0,0,0,62,47,0,35,84,96,0,65,99,16,0,73,0,82,18,43,25,91,29,71,0,0,0,0,12,1,76,40,16,4,73,24,0,0,55,0,56,63,0,16,76,80,35,81,77,87,56,0,92,0,69,97,41,48,0,23,44,64,31,75,45,4,99,54,65,80,21,93,0,25,0,9,59,97,0,82,20,43,10,87,22,87,34,0,92,46,93,40,1,0,10,82,12,39,49,81,59,64,36,0,11,1,62,29,58,80,0,52,28,81,100,33,53,13,66,70,63,0,38,81,80,0,48,98,12,83,41,18,92,36,75,91,4,26,18,20,1,85,32,47,29,89,69,93,51,0,73,0,42,39,15,41,40,0,0,82,60,16,78,61,46,36,19,0,55,62,0,95,15,34,20,49,81,99,71,0,0,12,0,92,28
90,14,37,60,34,53,82,30,60,8,30,29,1,54,49,86,0,16,22,40,31,65,88,50,68,72,0,18,0,4,55,52,40,69,52,0,42,85,67,91,81,0,68,70,81,0,6,51,92,0,0,18,95,81,0,52,17,0,94,96,74,32,39,0,0,11,0,67,0,55,27,0,31,28,42,93,4,89,85,20,0,0,58,40,80,36,32,28,33,74,53,28,87,1,100,5,0,0,53,0,0,20,14,62,0,0,62,0,99,31,45,20,0,0,0,8,70,20,69,2,92,0,0,72,14,0,39,0,87,0,0,18,17,0,0,75,0,72,93,69,24,32,0,46,12,0,68,93,85,0,33,42,28,0,0,99,99,0,78,0,0,0,0,0,0,81,18,0,0,38,60,9,0,14,97,93,7,2,18,77,29,28,89,0,0,58,2,8,17,0,21,79,76,75,96,28,24,48,13,1,1,0,31,33,70,69,65,8,36,86,84,0,31,6,2,10,0,24,0,0,0,0,36,79,3,40,67,47,35,33,55,74,61,0,51,24,67,0,27,41,34,0,0,20,30,54,69,23,67,25,77,24,0,78,95,96,83,0,58,0,45,79,43,60,54,0,69,84,81,39,0,63,61,2,56,96,0,95,0,92,82,22,0,0,0,47,0,0,44,96,0,91,61,71,5,23,0,0,67,0,0,19,13,0,67,3,0,1,44,84,35,40,47,47,94,58,41,86,97,33,39,80,40,41,65,32,93,9,0,39,67,78,45,19,0,0,7,7,0,48,97,63,76,11,0,73,0,98,0,15,0,40,0,99,54,2,66,6,39,72,0,71,0,66,0,50,35,72,28,51,0,98,0,75,51,0,34,50,23,15,96,100,0,50,0,5,75,7,0,96,29,20,0,78,31,12,0,0,0,0,90,0,40,72,77,77,0,58,71,40,12,0,16,86,0,27,22,49,15,0,85,0,0,93,45,23,0,0,64,0,57,0,0,89,35,92,87,68,0,16,3,0,71,100,38,31,0,39,67,30,44,91,23,91,0,0,0,14,84,44,0,0,49,22,91,0,17,0,0,88,88,69,60,47,0,0,0,0,0,51,82,0,62,0,0,78,0,22,0,8,0,43,16,91,47,58,27,85,45,0
89,18,90,60,19,87,53,6,43,39,2,85,70,12,42,72,25,4,56,17,34,37,27,28,17,5,0,19,55,61,24,25,65,75,73,0,32,45,42,2,42,67,15,32,31,40,67,95,15,88,0,2,15,3,93,95,42,5,61,97,77,72,0,0,71,47,83,49,0,30,75,10,67,73,5,63,93,44,99,24,0,0,16,15,55,100,70,39,88,27,72,57,80,79,34,85,0,23,31,53,74,5,32,26,0,11,45,50,83,94,43,72,0,4,0,98,95,58,73,39,41,4,89,91,15,89,33,24,80,0,45,51,21,46,75,0,51,10,35,60,52,78,51,76,14,0,85,57,52,0,97,23,8,24,45,56,15,36,82,0,34,73,0,17,88,82,58,46,64,27,50,0,53,17,16,26,72,46,93,30,7,100,22,9,0,18,96,9,35,38,4,12,24,64,16,97,79,0,55,66,8,90,69,37,84,26,3,67,64,2,50,21,75,60,91,17,0,44,88,93,77,100,21,71,100,29,10,1,82,69,29,35,97,14,86,100,1,88,1,13,32,99,85,37,7,85,69,14,58,99,9,55,0,22,92,19,13,71,63,0,92,74,38,98,0,78,52,63,8,97,40,28,62,9,96,54,0,85,0,67,10,25,47,0,38,65,39,17,6,56,71,66,71,91,64,49,54,62,20,0,0,71,26,91,36,33,15,25,59,73,44,65,94,62,46,21,60,19,93,46,52,11,16,48,5,34,2,88,0,6,75,92,5,22,13,44,26,2,45,44,37,17,0,28,75,73,11,28,4,26,59,52,97,83,27,52,93,79,8,45,0,16,94,18,0,57,38,19,2,84,47,76,0,45,21,0,28,83,71,65,58,98,44,26,0,2,4,55,79,30,93,28,53,84,83,43,34,16,61,62,56,73,76,72,77,25,55,57,0,27,25,8,24,0,9,90,64,49,98,63,24,81,41,95,96,54,0,82,71,68,30,88,0,6,58,62,15,100,0,81,98,0,25,29,44,35,39,7,64,32,51,93,11,81,0,41,76,23,94,20,35,39,45,35,81,70,63,52,94,24,85,3,84,53,20,45,95,85,0,43,56,73,87,0,91,48,15,15,0,38,0,45,48,77,11,0,38,72,99,39
0,0,72,0,0,40,0,5,7,0,60,0,59,0,40,44,27,73,40,96,0,66,0,0,50,5,44,86,52,43,77,78,64,0,51,65,22,97,84,68,30,78,99,82,0,2,17,0,92,21,90,70,19,66,44,70,61,1,81,86,96,52,0,89,48,0,10,10,72,0,5,1,89,28,76,42,14,0,49,0,27,34,0,0,0,71,80,43,31,25,59,0,24,69,76,29,78,72,0,7,58,29,74,0,61,61,19,73,52,0,10,80,12,55,20,0,85,0,86,49,45,55,46,44,23,45,17,97,0,41,90,0,47,100,0,51,0,0,32,0,7,87,69,0,0,92,6,68,0,88,82,67,0,70,28,64,0,42,61,84,61,86,32,69,81,57,0,39,21,66,18,0,9,49,65,1,0,0,59,8,37,37,19,81,68,66,50,0,46,94,87,20,63,82,28,51,95,0,25,1,40,20,29,42,0,16,20,0,14,0,14,33,39,0,96,62,37,0,59,59,78,0,59,12,68,17,33,21,77,22,0,53,0,59,0,13,12,30,18,68,0,82,76,21,49,0,0,53,0,0,0,56,54,29,0,76,98,74,0,71,49,85,96,8,0,84,34,20,46,0,93,0,34,71,0,4,61,0,80,51,4,30,54,51,97,29,64,66,43,0,27,0,85,22,0,93,7,12,47,14,49,58,70,68,0,25,39,39,9,66,0,0,48,0,24,34,0,0,0,14,76,0,54,71,43,0,85,61,10,0,19,0,3,51,88,92,85,87,32,0,46,0,0,93,28,28,25,8,30,24,19,0,0,88,0,53,18,0,0,54,87,86,61,46,29,4,51,57,0,11,22,33,49,65,46,4,100,46,72,17,88,59,48,12,23,5,72,0,92,0,3,100,12,58,66,56,45,86,91,1,75,84,0,78,32,81,97,15,0,84,24,22,56,44,27,23,1,47,42,7,9,18,31,16,23,0,44,81,49,35,92,53,58,78,54,38,0,25,60,81,75,78,90,11,27,64,53,23,67,93,54,28,42,21,100,95,5,48,60,70,31,86,89,42,0,59,0,40,81,11,6,83,0,0,27,47,89,94,54,20,21,55,0,14,61,0,26,75,18,60,24,29,76,52,65,0,57,0,52,80
94,16,0,87,96,41,34,50,65,99,0,96,0,64,0,0,0,38,0,0,0,65,4,46,85,89,0,17,92,49,0,75,0,77,22,0,28,56,0,55,18,0,25,0,72,1,43,49,0,0,83,7,26,85,0,90,55,0,99,24,21,28,11,0,0,1,0,94,23,38,59,42,72,31,31,0,1,70,52,38,57,77,48,82,12,0,97,23,54,14,0,0,81,66,74,87,0,0,65,0,0,71,87,74,0,22,44,0,85,56,0,4,27,0,0,17,29,53,28,58,87,0,57,11,18,8,40,0,1,0,0,85,0,0,72,10,0,0,69,98,66,30,0,23,26,80,42,57,15,66,0,0,16,0,0,30,55,0,73,0,0,0,28,0,0,23,28,0,98,72,3,52,37,0,43,0,0,0,0,22,16,35,75,69,0,36,0,71,45,50,73,21,31,47,0,0,8,93,51,94,9,0,70,85,35,0,57,17,89,0,68,50,82,84,0,45,0,2,57,54,0,0,0,36,0,0,42,9,69,1,21,100,37,51,85,7,19,0,44,0,28,38,0,1,37,47,90,81,56,98,90,79,68,90,43,66,100,0,75,74,0,0,0,0,38,38,35,0,12,59,0,34,4,0,5,8,56,0,0,30,95,32,0,0,0,37,0,2,90,57,88,8,83,93,83,82,69,75,59,0,100,86,75,46,99,25,14,1,94,60,58,32,10,97,25,0,36,82,79,64,0,95,0,0,97,54,0,67,85,32,64,0,98,67,61,0,0,89,0,83,59,15,46,91,96,75,0,0,0,94,0,99,63,17,25,0,0,92,11,74,0,0,0,28,63,40,67,23,86,88,0,1,0,0,22,0,35,0,36,4,0,98,0,86,0,54,30,35,0,96,51,28,96,0,47,0,0,71,0,14,93,0,94,12,68,63,2,85,30,0,32,0,0,48,0,0,78,34,8,0,76,0,0,32,0,64,9,0,42,88,0,0,44,16,54,0,76,0,0,89,76,56,0,53,75,1,96,41,56,9,0,0,99,0,9,0,40,50,89,0,0,0,30,4,71,48,13,0,0,18,47,0,17,0,0,0,0,51,52,32,3,0,24,74,0,69,0,81,0,25,71,62,0,0,60,58,95,0,85,0
9,6,96,0,54,92,92,8,32,0,50,94,0,38,38,34,88,23,8,36,59,39,41,0,21,28,20,73,13,85,0,18,69,61,61,90,0,31,0,98,76,5,12,0,32,52,17,15,0,0,69,36,42,84,51,0,1,0,48,44,87,97,0,11,0,85,0,19,74,73,69,12,64,89,31,0,23,40,86,64,5,58,0,11,92,0,13,22,47,36,36,0,85,0,46,61,82,70,82,0,0,0,13,34,92,84,66,0,18,70,0,27,54,46,0,3,94,25,0,75,70,29,96,14,4,99,21,0,51,35,0,25,11,16,93,35,32,69,0,4,8,95,8,0,94,99,34,20,82,83,40,31,78,93,9,0,75,59,67,47,0,59,96,34,78,52,0,0,98,0,76,94,44,0,2,0,0,0,0,35,12,27,55,47,88,3,2,1,30,55,90,100,33,8,0,88,62,84,85,18,24,98,50,24,65,47,82,68,92,0,84,77,73,93,11,92,11,67,98,47,10,9,87,40,29,0,0,18,73,14,47,45,16,73,89,1,85,99,68,28,78,22,0,42,39,74,86,0,53,44,82,9,72,17,38,8,23,91,25,8,0,11,50,0,97,90,98,84,61,57,0,31,58,0,99,8,38,60,13,20,16,20,40,81,47,68,48,13,43,63,33,0,0,73,55,0,87,75,30,58,90,98,28,13,23,28,23,41,4,45,63,76,79,75,87,0,63,15,30,43,0,28,16,31,54,24,0,84,3,64,84,0,29,74,48,59,0,96,71,91,19,88,28,17,62,24,59,47,17,85,83,0,89,78,44,80,0,11,15,61,66,41,0,22,25,68,0,79,58,92,80,9,14,54,90,52,27,0,44,93,28,41,67,36,23,8,43,5,0,18,76,26,65,0,20,0,0,86,83,46,17,67,90,24,27,37,75,5,0,69,24,16,0,51,32,93,72,44,8,13,86,20,0,99,17,0,6,0,12,28,82,36,12,44,95,45,81,87,97,28,0,77,0,34,64,26,21,96,51,84,0,0,99,52,84,0,12,64,13,14,94,58,39,68,20,91,61,16,29,71,85,40,90,0,0,7,0,18,20,60,67,0,31,93,71,97,0,49,52,73,98,1,69,0,62,30,64,0,18,0
