0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
0,0,17,62,0,0,0,0,0,50,0,0,0,0,12,39,0,97,0,0,0,15,0,0,0,0,0,58,0,0,0,0,0,0,0,16,44,0,0,0,0,0,0,0,0,0,0,66,0,95,0,0,0,0,0,0,0,0,0,0
0,58,0,0,41,0,0,0,0,0,8,0,80,0,0,0,0,0,0,0,52,0,95,43,0,0,0,0,0,0,0,0,97,0,56,0,15,0,0,30,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,3,0,0,0
0,0,0,0,79,0,0,0,0,0,0,0,91,0,0,0,0,0,0,32,0,0,26,0,62,74,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,54
0,0,57,0,66,0,0,39,0,24,17,47,0,0,92,82,96,0,0,0,32,0,0,0,0,0,0,0,0,0,85,0,61,0,0,0,0,0,0,0,0,87,84,28,0,0,0,6,0,0,0,0,0,96,0,3,48,0,98,0
58,0,87,0,0,0,0,5,0,0,0,5,19,0,65,0,0,0,0,40,89,0,0,0,0,34,0,0,0,25,0,12,57,61,0,0,0,0,94,0,0,45,0,31,36,0,0,6,0,0,0,0,0,0,0,0,0,0,23,89
0,0,0,0,0,0,0,0,0,0,0,94,22,73,0,28,0,0,0,0,0,0,0,36,9,0,16,56,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,99,0,0,0,0,96,0,0,86,0,0,0,0,14
0,0,24,38,0,89,74,0,0,64,0,87,29,0,0,0,0,0,0,0,0,68,0,0,0,0,77,6,0,0,0,0,0,0,25,0,0,11,69,0,0,0,94,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0
0,0,65,0,0,0,0,0,60,0,65,23,96,0,39,0,0,0,34,0,77,92,0,0,38,0,0,0,0,0,0,0,83,37,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,3,0,0,0,0,0,0,0,65
0,21,0,0,42,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,48,49,32,0,0,0,0,0,0,99,0,86,0,0,88,98,0,0,0,0,3,0,48,0,0,0,0,0,79,0,75
11,0,0,0,0,59,0,0,0,77,31,0,0,0,0,0,63,0,30,0,29,33,93,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0
0,0,0,5,0,0,0,0,36,30,4,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,31,30,0,0,0,0,1,0,0,0,0,0,0,29,0,0,0,77,70,4,0,0,0,0,0,98,23,0,0,0,0,0,0,0
49,0,0,0,0,0,0,0,0,0,0,0,79,0,10,0,0,40,0,74,69,0,0,44,95,24,0,0,0,0,0,61,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,54,0,89,14,0,65,75,0,0,0
