0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
65,30,0,48,65,0,0,0,0,63,0,23,72,0,0,0,0,0,0,0,0,0,0,0,59,61,0,0,0,0,0,0,0,81,15,0,63,93,75,10,40,0,85,0,0,0,74,0,0,0,0,73,0,0,0,8,46,0,0,39
61,89,0,0,49,83,0,82,46,0,0,14,0,61,0,0,0,12,0,0,0,0,41,71,21,36,0,0,1,32,0,0,0,31,49,0,0,21,0,84,90,0,49,0,99,86,0,39,0,0,97,0,62,37,0,0,89,0,9,83
0,28,0,0,89,67,58,0,47,0,0,77,0,34,0,0,0,58,0,0,0,41,0,90,0,38,0,0,0,82,0,0,0,7,28,0,0,0,0,32,9,0,4,0,29,68,0,33,0,0,70,0,81,59,0,0,84,0,60,0
0,100,0,0,9,67,53,0,90,0,0,7,0,51,0,0,0,15,0,0,0,71,90,0,0,84,0,0,91,47,0,0,0,23,61,0,0,0,0,44,82,0,59,0,100,32,0,18,0,0,63,0,92,74,0,0,98,0,60,0
89,7,100,41,24,38,0,65,62,24,44,89,10,0,98,89,0,29,74,80,59,21,0,0,0,26,0,5,0,86,6,67,31,0,27,0,28,15,74,20,82,0,94,18,0,0,11,0,18,0,0,1,28,0,0,35,11,0,59,23
21,31,0,0,62,1,69,95,56,90,0,41,0,25,0,0,0,17,0,0,61,36,38,84,26,0,0,47,0,82,0,0,0,13,71,0,0,98,0,44,32,0,93,0,78,77,77,99,0,0,0,16,45,78,0,0,23,0,47,85
0,0,0,0,0,43,0,0,50,0,0,0,0,0,0,0,37,71,0,0,0,0,0,0,0,0,0,0,39,0,0,99,0,0,0,48,0,0,0,0,0,63,0,0,0,27,0,0,0,0,48,0,69,0,29,0,0,0,62,0
0,0,28,0,0,68,0,14,76,0,19,0,11,0,36,49,61,65,43,8,0,0,0,0,5,47,0,0,91,0,69,30,28,0,31,0,84,78,99,0,30,11,27,89,0,0,49,0,22,40,0,97,75,0,80,49,69,84,40,49
0,0,0,0,0,69,0,0,5,0,0,0,0,0,0,0,41,93,0,0,0,1,0,91,0,0,39,91,0,77,0,47,0,0,87,57,0,0,0,87,0,76,0,0,0,90,0,17,0,0,82,0,14,69,67,0,0,0,59,0
0,91,0,0,56,97,85,0,24,0,0,2,0,46,0,0,0,3,0,0,0,32,82,47,86,82,0,0,77,0,0,69,0,9,6,0,0,37,0,96,76,0,11,0,16,55,0,41,0,0,71,0,86,47,0,0,60,0,25,7
0,0,5,0,0,0,0,71,0,0,60,0,6,0,88,72,0,0,45,93,0,0,0,0,6,0,0,69,0,0,0,9,56,0,0,0,27,30,18,0,0,61,0,73,0,0,37,0,73,30,0,69,0,0,0,10,0,52,0,0
0,0,1,0,0,29,0,97,24,0,77,0,0,0,95,78,95,11,94,52,0,0,0,0,67,0,99,30,47,69,9,0,46,0,36,12,11,14,51,0,34,17,68,44,0,85,69,0,93,0,0,90,83,0,86,0,0,57,17,0
0,0,33,0,0,0,0,90,0,0,75,0,33,0,8,38,31,0,29,7,0,0,0,0,31,0,0,28,0,0,56,46,0,0,0,0,30,63,17,0,0,52,0,31,0,0,80,0,67,60,0,41,0,0,54,0,0,24,0,0
33,85,0,0,3,2,19,0,0,0,0,54,0,1,0,0,0,0,0,0,81,31,7,23,0,13,0,0,0,9,0,0,0,0,78,0,0,0,0,9,47,0,60,0,63,0,0,63,0,0,0,0,0,9,0,0,39,0,0,99
57,4,0,0,70,22,10,79,48,0,0,9,0,25,0,0,0,6,0,0,15,49,28,61,27,71,0,31,87,6,0,36,0,78,0,0,0,69,0,91,79,0,80,0,10,10,0,68,0,0,0,41,84,15,0,0,22,0,88,33
0,0,0,0,0,94,0,0,36,0,0,0,0,0,0,0,66,24,0,0,0,0,0,0,0,0,48,0,57,0,0,12,0,0,0,0,0,0,0,0,0,98,0,0,0,12,0,0,0,0,12,0,69,0,20,0,0,0,80,0
30,0,1,9,0,0,0,80,0,20,50,0,100,0,15,0,0,0,97,33,63,0,0,0,28,0,0,84,0,0,27,11,30,0,0,0,0,6,82,0,49,0,37,50,0,0,41,0,62,0,0,2,0,0,0,94,86,0,0,64
79,96,72,100,56,96,0,96,56,64,86,95,80,0,30,100,0,61,19,95,93,21,0,0,15,98,0,78,0,37,30,14,63,0,69,0,6,0,8,20,49,0,48,90,0,0,2,0,88,0,0,10,59,0,0,24,84,0,55,91
0,0,46,61,0,0,0,65,0,68,53,0,73,0,89,28,0,0,10,93,75,0,0,0,74,0,0,99,0,0,18,51,17,0,0,0,82,8,0,0,13,0,0,52,0,0,49,0,94,26,0,72,0,0,0,6,51,94,0,49
35,97,0,0,50,96,100,85,7,0,0,68,0,47,0,0,0,25,0,0,10,84,32,44,20,44,0,0,87,96,0,0,0,9,91,0,0,20,0,0,47,0,29,0,74,70,0,3,0,0,0,0,20,18,0,0,50,0,40,81
40,19,89,92,26,46,0,45,65,54,87,63,62,0,59,0,0,22,10,79,40,90,9,82,82,32,0,30,0,76,0,34,0,47,79,0,49,49,13,47,0,0,12,0,0,0,27,0,0,0,0,74,61,47,0,97,31,0,100,62
0,0,95,0,0,0,0,42,47,0,37,0,0,0,59,74,4,94,4,79,0,0,0,0,0,0,63,11,76,0,61,17,52,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,5,25,0,97,0,0,6,19,0
85,17,0,0,49,78,40,36,28,42,0,35,0,61,0,0,0,90,0,0,85,49,4,59,94,93,0,27,0,11,0,68,0,60,80,0,37,48,0,29,12,0,0,0,40,0,46,19,0,0,0,87,78,63,0,53,80,0,39,52
0,0,8,90,0,0,0,74,0,0,50,0,59,0,67,17,0,0,15,44,0,0,0,0,18,0,0,89,0,0,73,44,31,0,0,0,50,90,52,0,0,0,0,0,0,0,34,0,49,94,0,64,0,0,0,95,0,23,0,0
0,37,0,0,66,76,54,0,0,0,0,70,0,80,0,0,0,0,0,0,0,99,29,100,0,78,0,0,0,16,0,0,0,63,10,0,0,0,0,74,0,0,40,0,0,0,0,67,0,0,0,0,0,85,0,0,3,0,0,0
0,15,0,0,0,99,89,0,34,0,0,0,0,0,0,0,0,98,0,0,0,86,68,32,0,77,27,0,90,55,0,85,0,0,10,12,0,0,0,70,0,0,0,0,0,0,0,22,0,0,11,0,53,17,67,0,0,0,42,0
38,0,69,35,0,0,0,65,0,83,75,0,21,0,0,42,0,63,74,18,74,0,0,0,11,77,0,49,0,0,37,69,80,0,0,0,41,2,49,0,27,0,46,34,0,0,0,0,15,71,0,69,0,0,0,11,80,57,0,78
0,31,0,0,0,98,97,0,11,0,0,50,0,56,0,0,0,5,0,0,0,39,33,18,0,99,0,0,17,41,0,0,0,63,68,0,0,0,0,3,0,0,19,0,67,22,0,0,0,0,57,0,29,34,0,0,70,0,15,0
0,0,31,41,0,0,0,39,0,0,2,0,81,0,28,99,0,0,62,44,0,0,0,0,18,0,0,22,0,0,73,93,67,0,0,0,62,88,94,0,0,0,0,49,0,0,15,0,0,100,0,31,0,0,0,43,0,70,0,0
0,0,100,0,0,0,0,63,0,0,80,0,0,0,9,84,12,0,3,62,0,0,0,0,0,0,0,40,0,0,30,0,60,0,0,0,0,0,26,0,0,48,0,94,0,0,71,0,100,0,0,33,0,0,0,0,0,39,0,0
0,0,0,0,0,79,0,0,25,0,0,0,0,0,0,0,0,51,0,0,0,97,70,63,0,0,48,0,82,71,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,11,0,57,0,0,0,0,21,33,54,0,0,0,27,0
0,0,40,38,0,94,0,100,72,0,31,0,93,0,13,87,16,53,12,28,73,0,0,0,1,16,0,97,0,0,69,90,41,0,41,0,2,10,72,0,74,5,87,64,0,0,69,0,31,33,0,0,5,0,11,30,80,91,91,67
0,84,22,0,0,68,0,28,24,0,0,66,0,0,0,0,20,97,0,0,0,62,81,92,28,45,69,75,14,86,0,83,0,0,84,69,0,59,0,20,61,25,78,0,0,53,0,29,0,0,21,5,0,41,9,0,0,0,5,0
0,7,0,0,0,25,19,0,52,0,0,88,0,55,0,0,0,66,0,0,0,37,59,74,0,78,0,0,69,47,0,0,0,9,15,0,0,0,0,18,47,0,63,0,85,17,0,34,0,0,33,0,41,0,0,0,42,0,67,0
0,0,74,0,0,0,0,68,59,0,18,0,0,0,0,88,19,31,0,0,0,0,0,0,0,0,29,80,67,0,0,86,54,0,0,20,0,0,0,0,0,97,0,0,0,67,0,0,0,0,54,11,9,0,0,0,0,62,40,0
70,0,53,11,0,0,0,81,0,32,37,0,83,0,5,20,0,0,69,2,8,0,0,0,35,0,0,49,0,0,10,0,0,0,0,0,94,24,6,0,97,0,53,95,0,0,11,0,43,0,0,30,0,0,0,0,73,0,0,19
39,35,0,9,25,12,58,32,28,5,0,69,8,73,0,0,0,4,0,0,46,89,84,98,11,23,0,69,0,60,0,0,0,39,22,0,86,84,51,50,31,0,80,0,3,0,80,70,0,0,0,80,0,42,0,73,0,0,0,21
0,0,25,0,0,0,0,3,0,0,40,0,0,0,84,51,54,0,14,3,0,0,0,0,0,0,0,84,0,0,52,57,24,0,0,0,0,0,94,0,0,6,0,23,0,0,57,0,70,39,0,91,0,0,62,0,0,0,0,0
0,92,4,0,0,20,0,61,22,0,0,55,0,0,0,0,48,4,0,0,0,9,60,60,59,47,62,40,59,25,0,17,0,0,88,80,0,55,0,40,100,19,39,0,0,42,0,15,0,0,27,91,5,67,40,0,0,0,0,0
23,63,0,72,13,0,0,81,0,92,0,98,55,0,0,0,0,67,0,81,39,83,0,0,23,85,0,49,0,7,0,0,0,99,33,0,64,91,49,81,62,0,52,0,0,0,78,0,0,0,0,67,0,0,0,19,21,0,0,0
